video_id,title,published_at,view_count
YUnkU5ELN_0,ARM WRESTLE CHALLENGE IN ROBLOX! 💪 #shorts,2024-06-26T02:00:18Z,718049
Qp9gimcC4Jo,📚 Gemz Education 📚 Crypto Terms You Need to Know! 🚀 | Part 1,2024-07-03T19:30:38Z,717722
vaYVPXzwk64,"Skiibii, Don Jazzy - Openbareta (Official Video)",2024-06-21T11:01:00Z,717423
idUL1TWIi7E,STREET BLUES - Nigerian Movies 2024 Latest Full Movies,2024-06-21T17:30:05Z,705963
KEdkS-DGRrs,Midwife Checkup 😍 Baby Boy Ultrasound in the Womb #pregnancy #fetus #subscribe,2024-06-25T15:56:16Z,699936
KEdkS-DGRrs,Midwife Checkup 😍 Baby Boy Ultrasound in the Womb #pregnancy #fetus #subscribe,2024-06-25T15:56:16Z,699936
llRgQBe3Hb4,"Benson Boone ""NEEDS TAYLOR SWIFT"" #bensonboone #wembley #erastour #taylorswift",2024-06-26T12:14:34Z,693617
PomL_e82ZHM,immersive portals is crazy,2024-07-04T18:00:20Z,688923
i6SmhHBs1jM,WHEN YOU MOM NEEDS HELP,2024-06-24T23:01:46Z,685845
VZ1AimFq_pE,🥺💔,2024-06-23T10:30:54Z,682125
GIn7mBaGun8,Workers on the 12th of September be like 😭,2024-07-01T05:39:29Z,677973
GIn7mBaGun8,Workers on the 12th of September be like 😭,2024-07-01T05:39:29Z,677973
QSJ8o2ZlpD0,Funniest fails (9)😳😱#shorts,2024-06-27T09:49:32Z,675916
EOpXSr_Q2fU,"IF THIS IS A DREAM (New Movie) Ebube Obio, Faith Duke, Christian Ochiagha New 2024 Movie.",2024-06-22T17:00:07Z,665692
e1xQtMXlRJg,ini Edo at Davido's wedding#nneamakanwokotv #chivido2024 #davidoswedding #davido,2024-06-25T22:13:16Z,660009
PRzVuQgxlbM,Detox Water For Weight Loss😍😍 #shorts #vlog #minivlog #viral #water,2024-07-04T15:48:02Z,659066
9lVEh47GS6E,in which group are u in boys 😎 or girls 🤩 #dance #trending #tyla #shorts #short,2024-06-26T09:23:46Z,658399
lLpN5NIKk_k,Baby Kicking With Both Feet 🥰 Lovely Mothers #pregnancy #fetus #share,2024-06-23T13:21:40Z,656226
wIy0vi7czQQ,【🤙】楽しく海外旅行に行ってきました！！！,2024-07-05T12:00:07Z,652087
U-rU-kpYPlQ,PORTUGAL X FRANÇA AO VIVO - TRANSMISSÃO AO VIVO - EUROCOPA 2024 QUARTAS DE FINAL,2024-07-05T22:34:46Z,651923
zZgWYMxTN9c,Dice Ailes - Dicey Baba (Official Video),2024-06-28T13:00:06Z,648453
tw8bLVufOQQ,PAUVRE ET SANS COEUR- CHIDI DIKE ANNABEL APARA SCOT ROBERT SCOT,2024-06-28T16:11:00Z,642530
KVyPnMscbHo,The Dogs deliver newspaper to the neighborhood. #short #shortvideo #subscribe #viral,2024-06-22T16:10:00Z,635298
LmxiAiMvMN8,HIHA YANGHO ĐƯỢC HIHA ALPHA DẪN ĐẾN LÀNG HIHA ĐA VŨ TRỤ TRONG MINECRAFT*LÀNG HIHA AUT 🥰😎,2024-07-05T11:00:07Z,635158
u7jM9d5E7lo,"FLAMES OF LOVE - CHIDI DIKE, JENNIFER EPHRAIM 2024 LATEST NIGERIAN MOVIES",2024-06-24T16:59:27Z,634716
PS9F0jmTQWI,ABATTOIR SEASON 5 || EPISODE TWO,2024-06-23T11:19:12Z,632993
ua0sU6K89aw,THIS DOG MADE A $10 MILLION DISCOVERY!,2024-06-26T16:34:41Z,629553
2oZvybgbnmo,End of Rishi Sunak Era | Will New UK Prime Minister Keir Starmer be India's Friend or Enemy?,2024-07-05T08:00:17Z,622884
Zb6pKpzIRzc,DAVIDO did this to me😭😭😭 na why I no go the wedding #funny #lagosnigeria,2024-06-26T15:06:58Z,622243
Zb6pKpzIRzc,DAVIDO did this to me😭😭😭 na why I no go the wedding #funny #lagosnigeria,2024-06-26T15:06:58Z,622243
y8g9gn-f4Aw,Only few can relate 💔🥲🇳🇬,2024-06-28T21:03:49Z,621196
q2Jj5pu8000,BABY ELEPHANT ETINOSA IDEMUDIA SAGA ADEOLU EMEKA DARLINGTON 2024 NOLLYWOOD NIGERIA FULL MOVIE,2024-06-18T15:21:55Z,614393
snOm1FrJxoM,女特工電影！日軍欺負嬌艷美女，特工100米外爆頭日軍！⚔️ 抗日 MMA | Kung Fu #action  #女特工電影 #槍戰 #動作電影,2024-06-22T10:00:06Z,610617
LGuOvV2P6NM,The Boat Cruise 😂🔥,2024-06-20T19:49:34Z,608507
kCyJP_xQgjY,DJ CHICKEN ON CURIOSITY MADE ME ASK!,2024-06-29T17:00:29Z,603486
n7894aGx1g8,GIDAN SARAUTA SEASON 2 EPISODE 12,2024-06-29T19:30:06Z,602384
JSt0y0HUi1s,"EXECUTIVE MAIDS - Chioma Nwaoha, Faith Duke, Oby Etuk, Chioma Oby-Yomi latest 2024 nigerian movie",2024-06-26T17:01:06Z,594337
sWsbdUF8kR8,CONJOINED TWINS (NEW MOVIE )YUL EDOCHIE-STEPHANIE EKWU-CHIZOBA NWOKOYE-LATEST NIGERIAN MOVIE 2024,2024-06-21T12:59:43Z,591290
pKbjAt7lyXc,YOU ARE YOU | NATHANIEL BASSEY | #nathanielbassey #youareyou #hallelujahchallenge,2024-06-21T17:00:08Z,582759
pKbjAt7lyXc,YOU ARE YOU | NATHANIEL BASSEY | #nathanielbassey #youareyou #hallelujahchallenge,2024-06-21T17:00:08Z,582759
pKbjAt7lyXc,YOU ARE YOU | NATHANIEL BASSEY | #nathanielbassey #youareyou #hallelujahchallenge,2024-06-21T17:00:08Z,582759
qd4HHDmObP0,"ESTOS SON LOS NÚMEROS DE LARA CAMPOS: CUÁNTO MIDE, A QUÉ HORA SE DURME Y MÁS... #shorts",2024-07-04T18:30:42Z,581180
WxW8EjCUi50,They learn to appreciate the moment#shorts,2024-06-30T15:00:26Z,577770
ZFLjk_fj79o,WALK WITH US (Short)- JOHNNIE WALKER x THIS IS US,2024-06-27T12:48:54Z,573713
zOa0aWj0gdQ,Gopi ne kiya Paridhi ka पीछा! | Saath Nibhana Saathiya,2024-07-04T17:25:00Z,562121
_x7jbqRzv_4,Pet Adoption,2024-06-28T14:18:56Z,552426
cGfQde4OyEQ,juice hole,2024-06-26T05:39:34Z,552321
6_fWif2e0rc,Ohh nooo💀....,2024-06-23T11:13:38Z,540548
KdtJDXHeBL4,Visa on Arrival S3 : CALL ME SIR! (Episode 1),2023-07-07T15:00:10Z,536181
R71w1TN0VPc,Sleeping grandparents house !! 😂😂,2024-07-04T11:53:19Z,535668
MqdkF3n3GB8,Davido gifts Chioma a brand new SUV as wedding Gift #davido #wedding #shorts,2024-06-25T16:17:47Z,535367
gumEMt2jrQ4,When you tell a joke in class,2024-06-29T22:09:59Z,535092
0r5_vTMSEYY,Wave,2024-06-20T21:03:36Z,533745
hqhzIm2pD8c,JULY SPECIAL NEW MONTH PROPHETIC PRAYERS || NSPPD || 1ST JULY 2024,2024-07-01T08:04:55Z,527294
sTC4BbV2ukY,Gummy bears are chasing me!(Penguin Edition)🐻#ai #chatgpt #aiart,2024-06-28T02:06:13Z,523181
-cVw__XIuIc,Freddy Fazbear Vs Goku Part 3,2024-06-20T20:30:00Z,521369
3gQmuy2gzkg,My Fan Boy Moment #teamindia #viratkohli #rohitsharma #lakhneet,2024-07-04T16:54:07Z,516735
yLBat7Tk4mE,"Hit him again, Mama Rhodes! 👋💥 #WWECastle",2024-06-15T18:47:46Z,512119
yti8baGlkpE,Falz ft Adekunle Gold - WHO GO PAY (VISUALIZER),2024-06-08T13:58:21Z,511711
eJHolS7udGY,"Are'ka Yoruba Movie 2024 Drama - Apa, Tosin Olaniyan, Ronke Odusanya, Teemoney, Adekunle Azeez,Ajara",2024-06-25T10:00:41Z,510586
Zl27r7v_RK4,Episode 67 pop the ballon to eject least attractive guy on the show,2024-06-22T16:59:28Z,510396
Zl27r7v_RK4,Episode 67 pop the ballon to eject least attractive guy on the show,2024-06-22T16:59:28Z,510396
8V4lBv-a6Y0,This is how it's meant to be done😅 @samzreacts,2024-07-05T13:30:18Z,509226
nVw3YTrBNog,Episode 68  Pop the ballon to eject least attractive guy on the Huntgame show,2024-06-26T17:00:07Z,508321
R-y2g_zAG0A,LIVE शनिवार स्पेशल : विष्णु मंत्र - Vishnu Mantra श्रीमन नारायण हरि हरि |Shriman Narayan Hari,2024-07-03T21:24:05Z,498273
oZaKLclFoY8,Spiderman and Superman battle field heroes 💥🥺😱#marvel #dc #shorts,2024-06-22T13:42:05Z,495042
JDR4IiV7H3o,No one can take from him #steal #shorts #trend,2024-06-26T15:36:46Z,494919
-7gE6sJdXag,MAMA'S BOY 2 In Roblox Brookhaven😍🎤🎶 #roblox #robloxbrookhaven #brookhaven,2024-06-24T13:00:00Z,491857
tjTf4cWo7bE,JULY SPECIAL NEW MONTH PROPHETIC PRAYERS - DAY 2 || NSPPD || 2ND JULY 2024,2024-07-02T07:56:33Z,488529
vsmMdSwXum8,JULY SPECIAL NEW MONTH PROPHETIC PRAYERS - DAY 3 [OH LORD SHOW ME MERCY] || NSPPD || 3RD JULY 2024,2024-07-03T08:01:32Z,478981
UuqlfxFHPGo,日常に潜む嫌なことあるある #Plottアニメ #フラグちゃん,2024-07-04T09:00:23Z,471522
bI-w0EED6VY,THRONE ROOM VERDICT || NSPPD || 4TH JULY 2024,2024-07-04T08:01:57Z,469608
Rz-FwUEu0d4,ABATTOIR SEASON 5 || EPISODE THREE,2024-06-30T12:44:09Z,469326
rH1QmjMW0rw,Crispy Juicy Tender 😳 (Animation Meme) #shorts,2024-07-05T20:00:19Z,466174
UCdD32HNF9o,The Gospel Of Nollywood Featuring Kanayo 'O' Kanayo | The Honest Bunch Podcast S05EP18,2024-06-24T17:00:07Z,458153
UCdD32HNF9o,The Gospel Of Nollywood Featuring Kanayo 'O' Kanayo | The Honest Bunch Podcast S05EP18,2024-06-24T17:00:07Z,458153
f9dHuZ3cGVY,Episode 69 (smash or pass) to find love on the Huntgame show,2024-06-29T16:59:11Z,457956
tlv4YKjZQ3w,David and Chioma are Honeymoon ready 🔥🔥#chivido2024 #pulseshorts #davidowedding,2024-06-27T12:02:06Z,453712
tlv4YKjZQ3w,David and Chioma are Honeymoon ready 🔥🔥#chivido2024 #pulseshorts #davidowedding,2024-06-27T12:02:06Z,453712
1Ey5HgLW5LQ,HE HAS THE MOST CONFUSING NAME!,2024-06-30T03:27:12Z,453489
fKNWBg1_h5Y,Not sure what the new title will be. But the baby will try Tru fru one day. #momof9 #grandbaby,2024-06-27T13:12:12Z,452356
fKNWBg1_h5Y,Not sure what the new title will be. But the baby will try Tru fru one day. #momof9 #grandbaby,2024-06-27T13:12:12Z,452356
VMlevi3n4jA,Bhartiye मूल के प्रथम ब्रिटिश प्रधानमंत्री RISHI SUNAK चुनाव में हारे...by Ankit Avasthi Sir,2024-07-05T07:45:08Z,447456
-ZOCD6neRWI,Guess The French Player = Win $100,2024-06-28T14:00:00Z,446133
kYxAsyov4FU,A Date With Boss || Season 2 || Episode - 3 || Ravi Siva Teja || Viraajitha || Infinitum Media,2024-07-05T12:08:32Z,445390
c9uyOiGTBMU,MrBeast Chooses Kendrick Lamar Or Drake,2024-07-04T22:48:25Z,445108
c9uyOiGTBMU,MrBeast Chooses Kendrick Lamar Or Drake,2024-07-04T22:48:25Z,445108
OdL3r315kXY,guess who showed up!?🤣,2024-06-26T21:42:01Z,443934
GQvYlbwClfo,UEFA EURO 2024 Round of 16 - France vs Belgium 1-0 Extended Highlights | SportyTV,2024-07-01T18:23:41Z,439490
GQvYlbwClfo,UEFA EURO 2024 Round of 16 - France vs Belgium 1-0 Extended Highlights | SportyTV,2024-07-01T18:23:41Z,439490
D9q6D7EomAA,These iPad and Genz kids are way smarter than I thought 😳😳cr:@cocoAva283,2024-06-27T14:35:15Z,439307
O99w7tFnQRI,"Great Adamz x Erigga x Crae Wolf - ""Kilon So"" | Official Video",2024-06-21T03:38:23Z,434408
QGD8wpFaOOU,A brother calls 🤧 #jokes #comedy #foryou #shorts,2024-07-03T19:20:01Z,432131
BF-YyBAPrdo,THRONE ROOM VERDICT - 2 || NSPPD || 5TH JULY 2024,2024-07-05T08:04:04Z,428547
izJP3mn-ptU,Portugal vs Slovenia PENALTY SHOOTOUT (3-0) | EURO 2024.,2024-07-01T21:56:00Z,428134
kvtKo4-lsIA,AMIRA (NEW MOVIE) CHIZOBA NWOKOYE/SHARON IFEDI 2024 LATEST NIGERIAN NOLLYWOOD MOVIE,2024-06-27T11:01:13Z,425860
kvtKo4-lsIA,AMIRA (NEW MOVIE) CHIZOBA NWOKOYE/SHARON IFEDI 2024 LATEST NIGERIAN NOLLYWOOD MOVIE,2024-06-27T11:01:13Z,425860
FPsDfS86-0w,It’s broken?😰Rate my stretching 1-10🔥🤯,2024-07-04T11:38:45Z,422021
RSIXUfY3f7g,I can COUNT 1 to 30 in 1 second 🤯💯🔥 #shorts #mindgames #eyetest #viral #pov #edit,2024-06-25T01:13:50Z,416906
V6ZdsdWtwRw,That moment of picking up your phone when it falls be like 😮‍💨😂 #shorts,2024-06-28T17:19:13Z,416244
V6ZdsdWtwRw,That moment of picking up your phone when it falls be like 😮‍💨😂 #shorts,2024-06-28T17:19:13Z,416244
PSKjJ5Narvc,Chioma's Sister Jennifer Is so beautiful 🔥😂🔥#chivido2024 #pulseshorts #davidowedding,2024-06-25T19:35:25Z,416028
fy3szdZDIgU,Harmful Cultural Practices ; A Victim's Story Feat. Kelly Kosi | The Honest Bunch Podcast S05EP19,2024-07-01T17:00:07Z,415117
ECLFEwHh5ko,Lagu Band Barat Terpopuler Pilihan Terbaik / Kumpulan Lagu Enak Didengar / Lagu Santai Buat Kerja,2024-06-18T22:00:11Z,406560
r4W5Krxxj3I,𝙍𝙚𝙡𝙖𝙭𝙞𝙣𝙜 𝙎𝙠𝙞𝙣𝙘𝙖𝙧𝙚 𝙍𝙤𝙪𝙩𝙞𝙣𝙚 𝘾𝙡𝙚𝙖𝙣𝙨𝙞𝙣𝙜 𝙛𝙤𝙧 𝙖 𝙋𝙚𝙖𝙘𝙚𝙛𝙪𝙡 𝙈𝙞𝙣𝙙 #40473,2024-07-04T22:00:37Z,406407
r4W5Krxxj3I,𝙍𝙚𝙡𝙖𝙭𝙞𝙣𝙜 𝙎𝙠𝙞𝙣𝙘𝙖𝙧𝙚 𝙍𝙤𝙪𝙩𝙞𝙣𝙚 𝘾𝙡𝙚𝙖𝙣𝙨𝙞𝙣𝙜 𝙛𝙤𝙧 𝙖 𝙋𝙚𝙖𝙘𝙚𝙛𝙪𝙡 𝙈𝙞𝙣𝙙 #40473,2024-07-04T22:00:37Z,406407
jZa6BtzdgZs,Messi's son scores another hat-trick 😯,2024-05-27T08:20:29Z,402375
Bl675Q8LX6U,Davido's Bond With His Uncle Is So Good To See 🔥😂🔥#chivido2024 #pulseshorts #davidowedding,2024-06-25T23:42:41Z,401796
m8nGDaro-ig,"Libido Latest Yoruba Movie 2024 Drama |Wunmi Ajiboye,Gabriel Afolayan,Zainab Bakare,Damola Olatunji",2024-06-30T11:30:19Z,400435
2Ye9hQq2Xtk,"THE LAST TERM - ADAEZE ONUIGBO, JOHNSON IBEH, AFES MIKE, QUEEN ENEBECHI, MAURICE MICHEAL | Nigerian",2024-06-28T16:00:05Z,396357
2Ye9hQq2Xtk,"THE LAST TERM - ADAEZE ONUIGBO, JOHNSON IBEH, AFES MIKE, QUEEN ENEBECHI, MAURICE MICHEAL | Nigerian",2024-06-28T16:00:05Z,396357
rjkygQVxp2c,"Queen Of The Zanga 2 -Yoruba Movie 2024 Drama Peju Ogunmola,Yinka Solomon,Feranmi Oyalowo,JamiuAzeez",2024-06-29T09:30:30Z,391485
OA_RYsOhjkE,JUNE 2024 MIRACLE SERVICE WITH APOSTLE JOSHUA SELMAN -  30 || 06 || 2024,2024-06-30T21:16:58Z,388780
xxM84-ZbCT4,"DRIVING MR. BANKS - STAN NZE, CHY NWAKANMA, OMECHE OKO - 2024 Latest Full Movie",2024-06-28T14:50:13Z,388086
xxM84-ZbCT4,"DRIVING MR. BANKS - STAN NZE, CHY NWAKANMA, OMECHE OKO - 2024 Latest Full Movie",2024-06-28T14:50:13Z,388086
RUSwVh__Ew8,Women #temper #shorts #trend,2024-07-02T09:45:37Z,387151
RUSwVh__Ew8,Women #temper #shorts #trend,2024-07-02T09:45:37Z,387151
BW3bIg5cgBw,ABOBI EPISODE 9 - JAGABAN SQUAD (FAMILY WAR),2024-06-22T21:20:42Z,383651
ZAsqygsMSAA,A long time coming for Thierry Henry ❤️,2024-06-26T10:25:36Z,379460
n8J-6kTVOwA,"Ronaldo, Messi, Modric, Benzema, Pele & Maradona at the Ballon d'or #shorts",2024-06-23T11:00:39Z,376450
IQnjCW1LiX0,"3 BIG RATS (Yawaskits - Episode 258) Kalistus, Philo, Solution",2024-06-21T18:41:05Z,376200
4iZeODV_Kvo,చంద్రబాబుకు వైఎస్ జగన్ వార్నింగ్... #ysjagan #YSJaganNelloreTour #sakshitvlive,2024-07-04T10:30:01Z,365337
xL4dG_9IYB8,With Love And Fried Chicken - MSA Mini Movie,2024-07-05T22:00:07Z,363969
Har5CkF-C5A,Funniest moment 😱🤣#shorts,2024-07-01T09:37:56Z,363409
bk8C-X-IMmo,BEST IN TOWN | Brodashaggi | Bisola Aiyeola | Alexx Ekubo | Didi Ekanem | Alhaji Suberu,2024-06-21T19:00:16Z,359006
fy733UGHEP8,"MEN IN LOVE (Yawaskits - Episode 259) Kalistus, Philo, Solution",2024-06-28T16:01:48Z,356365
fy733UGHEP8,"MEN IN LOVE (Yawaskits - Episode 259) Kalistus, Philo, Solution",2024-06-28T16:01:48Z,356365
HZWa0IacX94,Very important✍️,2024-06-30T09:36:23Z,354013
HZWa0IacX94,Very important✍️,2024-06-30T09:36:23Z,354013
6Gtga3rdAVM,"UTONWA COMPLETE -KENECHUKWU EZE,UGEGBE AJAELO,DARLINGTON CHIBUIKE,UGEZU.J.UGEZU latest 2024 movie",2024-06-25T16:00:05Z,353535
qN-Zt42gGgA,Crowd Roars at Bill Maher’s Warning for the U.S.,2024-07-04T00:15:02Z,352782
C5PARu7j35M,Guess the right country and win cash game pt1,2024-06-28T09:49:21Z,352048
lpx8UkcO784,LEARN THE TYLA DANCE WITH ANGEL NEBO - @angelnebo1 #tutorial #dance #tyladance,2024-06-24T20:57:09Z,349731
_gn6HOU3VrA,My bestie 😂😂@Mryouung #comedy #markanglecomedy #africancomedy #funny #mrmacaroni #mrfunny,2024-06-24T01:01:21Z,348352
hW-NIMkoapc,"HEART TUNES - CHIDI DIKEH, ERONINI OSINACHI, ANGEL NWIGWE- LATEST 2024 NOLLYWOOD MOVIE",2024-06-20T14:12:23Z,345496
Q-TwHP441UI,Why did Gogeta never use Super Saiyan God?!,2024-06-29T16:00:17Z,341662
h4ATAx5KpW0,LABARINA SEASON 9 EPISODE 10 KADAN DAGA NA RANAR JUMA’A,2024-07-03T19:00:07Z,341399
h4ATAx5KpW0,LABARINA SEASON 9 EPISODE 10 KADAN DAGA NA RANAR JUMA’A,2024-07-03T19:00:07Z,341399
JzpQSIWEwWI,Phrase That Starts With HAPPY?! Needs 150 Points! #shorts #fastmoney #survey #question #game #points,2024-07-04T16:38:21Z,339261
0o-6pTyv9ug,THE MAID - 2024 latest Nigerian movie -  CHINONSO ARUBAYI - DANIEL ROCKY - SONITA FRED,2024-06-27T15:15:00Z,336418
RoTKZiMeMS0,"Eepa Yoruba Movie 2024 Drama Habeeb Alagbe, Lola Idije, Tope Aremu, Bimbo Adebayo, Rotimi Salami",2024-06-30T11:00:18Z,336321
_X39_CEwWLU,JAE5 - Normally (Official Video) ft. NSG,2024-06-19T18:00:16Z,335954
JI59Liys7-I,Uncle Fred helps him get scientifically disrespectful…💀😂 #comedy ￼￼,2024-07-05T13:00:17Z,335121
JI59Liys7-I,Uncle Fred helps him get scientifically disrespectful…💀😂 #comedy ￼￼,2024-07-05T13:00:17Z,335121
U8dZOAV4L4g,"Oladoja Yoruba Movie 2024 Drama Tosin Olaniyan, Apa, Atoribewu, Adeyinka Adegbite, Basira Beere",2024-06-27T10:00:34Z,332876
zO8iGaA21JQ,SUBSCRIBE FOR MORE #shorts,2024-07-02T20:53:11Z,327411
zO8iGaA21JQ,SUBSCRIBE FOR MORE #shorts,2024-07-02T20:53:11Z,327411
cQB9pduEK0w,Chike Performs For Davido and Chioma's First Dance 🔥🔥#chivido2024 #pulseshorts #davidowedding,2024-06-25T19:48:07Z,327289
e0_ECNmOZ_g,3 Devastating Facts You Missed In Inside Out 2.....,2024-06-26T17:00:25Z,327150
A1lJ0DNDjN4,OSUNFUNKE  Latest Yoruba Movie 2024 | Zainab Bakare | Adebukola Salawu | Omo Banke | Bukola Olatunji,2024-06-30T13:00:08Z,324414
JXf9NK6ncOA,Não entendi nada #dance #brasil #shortsviral #humor #shortvideos #shorts #dancinha #viralvideos,2024-06-27T15:14:47Z,323036
yLGlclnGJBo,"MOMENT OF TRUTH | ANGEL UNIGWE, EMMANUEL NSE, ILANA ALLY, ENITAN OLUWOLE 2024 LATEST NIGERIAN MOVIE",2024-07-03T16:00:57Z,320951
yLGlclnGJBo,"MOMENT OF TRUTH | ANGEL UNIGWE, EMMANUEL NSE, ILANA ALLY, ENITAN OLUWOLE 2024 LATEST NIGERIAN MOVIE",2024-07-03T16:00:57Z,320951
yLGlclnGJBo,"MOMENT OF TRUTH | ANGEL UNIGWE, EMMANUEL NSE, ILANA ALLY, ENITAN OLUWOLE 2024 LATEST NIGERIAN MOVIE",2024-07-03T16:00:57Z,320951
p_BQ-HrbE4I,The king of disrespect 😂😂💪🏼 #ytshorts #comedy #funny #shorts,2024-06-24T15:30:19Z,320046
pI-iMpdthFU,"Кабан и Гвоздь, история про хулиганов в Роблоксе",2024-07-05T11:01:00Z,317311
Cf8QxudmSa4,Mom Enlists Sons Help For A “Job”,2024-07-05T17:00:13Z,317228
c3N0mj8w8b0,A Son's Love for His Mother. #motivation #lifelessons #motivationalspeech #mindset #wisdom #family,2024-06-30T16:59:54Z,316996
QCMl2smKHeE,HEALING ENERGY BTS- #clintonjoshua #nigerianmovies #foryou #trending #africamovies #fyp #love,2024-05-30T18:58:28Z,316449
b8muKsLgN3U,"The Intruder Yoruba Movie 2024 Drama Wunmi Toriola, Mide Abiodun, Femi Adebayo, Abayomi Jimoh",2024-07-03T10:00:38Z,316291
x2Z1pFPnJTI,Qdot - AMERICA (Official Video),2024-06-25T17:00:43Z,314768
x2Z1pFPnJTI,Qdot - AMERICA (Official Video),2024-06-25T17:00:43Z,314768
aONZmj9rKt8,Ton sac…🥲 #shorts #sac #drole #funny #sushi #manger #nourriture #qc #montreal,2024-07-05T16:33:18Z,314295
4qdkMTsKpsk,3 Insane Facts You Might Have Ignored In Inside Out 2....,2024-06-26T11:00:11Z,309476
bd75adhzY2s,Aadivaaram with Star Maa Parivaaram Star wars - Promo | Bonalu Special | StarMaa,2024-07-05T15:06:35Z,308975
Hus7YWiQuEw,pop like this pt 2(slowed) @Tylaofficial#shortsvideo #edit #tiktok #dance #fakebody #ytshorts,2024-06-22T10:42:15Z,308213
H_dXXQpJyTA,A BRABAAA 🥰 #fivem   #gtarp #shorts #fugagta #gtav #fugas #gta5 #fivemrp #gtarp,2024-06-28T15:00:17Z,307983
yt9hcQLYjHk,puff puff in the building,2024-06-28T07:44:30Z,307467
hajyvuFv5q4,POV: You’re a USA fan who wakes up from a coma 🇺🇸⚽️,2024-06-28T23:13:02Z,304533
4oIKbypexXk,𝕄𝕦𝕞𝕓𝕒𝕚 cha 𝐑𝐀𝐉𝐀! 🇮🇳🏆#MumbaiMeriJaan #MumbaiIndians,2024-07-04T14:55:22Z,304207
vxZr339dn0A,If you can relate 🙋🏾‍♂️🙋🏽🙋🏽‍♀️🤣Shegz Mighty,2024-06-21T18:04:25Z,303259
vxZr339dn0A,If you can relate 🙋🏾‍♂️🙋🏽🙋🏽‍♀️🤣Shegz Mighty,2024-06-21T18:04:25Z,303259
uxXL1yuWFGQ,Not stitch braids and especially not this texture b.  #hairshorts #lifestyle #ytshorts #hairtutorial,2024-06-25T19:46:29Z,302982
pYLTtAiTkjo,Les deux présidents le capitaine Ibrahim Traoré et le colonel assimi goïta mali Burkina Faso,2024-06-28T19:20:38Z,302950
K7MMdOtI56s,🥰3 Lovely Things You Might Have Noticed In Inside Out 2....,2024-06-29T15:00:24Z,302754
zPcrnD7Jcng,"HADIZA GABON: ""Gidan Isah, Gidan Yari, Gidan G-Fresh... Wane gida ne next ga Sadiya Haruna?",2024-06-27T19:00:07Z,302416
zPcrnD7Jcng,"HADIZA GABON: ""Gidan Isah, Gidan Yari, Gidan G-Fresh... Wane gida ne next ga Sadiya Haruna?",2024-06-27T19:00:07Z,302416
RcOm50QAJBc,"Queen Of The Zanga 3- Yoruba Movie 2024 Drama Peju Ogunmola,Yinka Solomon,Feranmi Oyalowo,JamiuAzeez",2024-07-02T09:30:14Z,302172
RcOm50QAJBc,"Queen Of The Zanga 3- Yoruba Movie 2024 Drama Peju Ogunmola,Yinka Solomon,Feranmi Oyalowo,JamiuAzeez",2024-07-02T09:30:14Z,302172
8MsCPnqfbUc,"Victony - Ba$tard, Don't Be Silly (Official Visualizer)",2024-06-22T15:59:49Z,300691
xomWgKtGgQ0,We bow - Evans Ighodalo,2023-09-16T13:00:09Z,299014
qmNuhig3Eu4,"July 2, 2024 | Finally Roman Reigns returns and performs a brutal attack on Solo sikoa",2024-07-02T06:09:54Z,289651
qmNuhig3Eu4,"July 2, 2024 | Finally Roman Reigns returns and performs a brutal attack on Solo sikoa",2024-07-02T06:09:54Z,289651
RC1CXqFI1hw,DESPICABLE ME 4: FULL MOVIE BREAKDOWN! (SPOILER ALERT) 🎬🚨,2024-07-01T10:15:02Z,288419
FJmoVFUjs1k,Chioma and David Look So Regal 🔥😂🔥#chivido2024 #pulseshorts #davidowedding,2024-06-25T17:19:41Z,285401
jv1G4DxUCcU,"LIFE HAPPENS - Uche Montana, Roxy Antak, Jimmy Odukoya Nigerian Movies 2024 Latest Full Movies",2024-07-03T16:25:18Z,283427
jv1G4DxUCcU,"LIFE HAPPENS - Uche Montana, Roxy Antak, Jimmy Odukoya Nigerian Movies 2024 Latest Full Movies",2024-07-03T16:25:18Z,283427
jv1G4DxUCcU,"LIFE HAPPENS - Uche Montana, Roxy Antak, Jimmy Odukoya Nigerian Movies 2024 Latest Full Movies",2024-07-03T16:25:18Z,283427
eiSB7BvjUV4,🗿🗿Ermm I don’t have anything to say right now,2024-06-21T21:57:00Z,282703
eiSB7BvjUV4,🗿🗿Ermm I don’t have anything to say right now,2024-06-21T21:57:00Z,282703
F9OdwxJt54k,MAKE HOMES AFFORDABLE AGAIN,2024-07-04T23:00:07Z,282204
J-7uf0z8pjI,"HUSBAND FOR HIRE - FULL LATEST NIGERIAN MOVIE 2024 SANDRA OKUNZUWA, ETINOSA IDEMUDIA, NOSA REX",2024-07-03T15:00:16Z,280708
24EmtFR6pWM,"Unexpected R0mance - Nollywood Movie starring Bimbo Ademoye, Eso Dike, Omeche Oko",2024-06-28T16:59:53Z,280583
5OD5xZHd-3k,Spiderman vs Superman!😱😱💥🥺(revenge for dad 🥺)#marvel #dc #shorts,2024-06-28T06:34:20Z,280348
Y9kwgq3METU,Try Not To Laugh Challenge 229,2024-06-28T12:00:30Z,279750
Y9kwgq3METU,Try Not To Laugh Challenge 229,2024-06-28T12:00:30Z,279750
wWkrEih5XGg,How to make your mom allow you eat dessert 🧁 before lunch 😳😳cr:@ongsquad,2024-06-29T14:02:20Z,279734
wWkrEih5XGg,How to make your mom allow you eat dessert 🧁 before lunch 😳😳cr:@ongsquad,2024-06-29T14:02:20Z,279734
